key,representation,configuration,N,error,score,qualifies,score_status,n_raw,discrepancy_ratio,order,chart_id,chart,contract,catalogue_order,applicable,applicability_reason,tested_settings,catalogue_id,recommendation_order,display_selected,rank,optimal
WDBC__09,Binned,bins_4,10.0,0.003057869747899178,98.24253075571178,True,qualifies,569,0.5940442937016186,3.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,6.0,False,5.0,False
WDBC__09,Density,density_8,18.0,0.002041565167647752,96.8365553602812,True,qualifies,569,0.3966094824327758,5.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,7.0,False,7.0,False
WDBC__09,,,,,,,not_applicable,569,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
WDBC__09,,,,,,,not_applicable,569,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
WDBC__09,,,,,,,not_applicable,569,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
WDBC__09,,,,,,,not_applicable,569,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
WDBC__09,,,,,,,not_applicable,569,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
WDBC__09,,,,,,,not_applicable,569,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
WDBC__09,,,,,,,not_applicable,569,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
WDBC__09,,,,,,,not_applicable,569,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
WDBC__10,Binned,bins_8,18.0,0.06145410717193098,96.8365553602812,True,qualifies,569,0.34819841308975436,1.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,1.0,True,1.0,True
WDBC__10,Binned,bins_8,18.0,0.06145410717193098,96.8365553602812,True,qualifies,569,0.34819841308975436,1.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,2.0,False,1.0,True
WDBC__10,Density,density_16,34.0,0.1076152009526462,94.02460456942003,True,qualifies,569,0.609746751201056,3.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,3.0,False,3.0,False
WDBC__10,Observations,raw,569.0,0.0,0.0,True,qualifies,569,0.0,10.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,4.0,False,4.0,False
WDBC__10,Means,means,2.0,0.35618843136378253,0.0,False,does_not_qualify,569,2.0181604170867486,13.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,5.0,False,5.0,False
WDBC__10,Five-number,five_number,10.0,1.0058799999999999,0.0,False,does_not_qualify,569,5.6993069442671205,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
WDBC__10,Five-number,five_number,10.0,1.0058799999999999,0.0,False,does_not_qualify,569,5.6993069442671205,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
WDBC__10,,,,,,,not_applicable,569,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
WDBC__10,,,,,,,not_applicable,569,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
WDBC__10,,,,,,,not_applicable,569,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
WDBC__10,,,,,,,not_applicable,569,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
WDBC__10,,,,,,,not_applicable,569,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
WDBC__10,,,,,,,not_applicable,569,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
WDBC__10,,,,,,,not_applicable,569,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
WDBC__10,,,,,,,not_applicable,569,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
WDBC__11,Means,means,2.0,0.21747833082141077,99.64850615114236,True,qualifies,569,0.5034420004930242,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
WDBC__11,Means,means,2.0,0.21747833082141077,99.64850615114236,True,qualifies,569,0.5034420004930242,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
WDBC__11,Binned,bins_4,10.0,0.14794580668395274,98.24253075571178,True,qualifies,569,0.34248070876857506,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
WDBC__11,Binned,bins_4,10.0,0.14794580668395274,98.24253075571178,True,qualifies,569,0.34248070876857506,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
WDBC__11,Density,density_8,18.0,0.22384561863251506,96.8365553602812,True,qualifies,569,0.5181816764011015,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
WDBC__11,Five-number,five_number,10.0,0.9089943820224722,0.0,False,does_not_qualify,569,2.104236998664974,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
WDBC__11,Five-number,five_number,10.0,0.9089943820224722,0.0,False,does_not_qualify,569,2.104236998664974,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
WDBC__11,,,,,,,not_applicable,569,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
WDBC__11,,,,,,,not_applicable,569,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
WDBC__11,,,,,,,not_applicable,569,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
WDBC__11,,,,,,,not_applicable,569,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
WDBC__11,,,,,,,not_applicable,569,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
WDBC__11,,,,,,,not_applicable,569,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
WDBC__11,,,,,,,not_applicable,569,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
WDBC__11,,,,,,,not_applicable,569,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
WDBC__12,Binned,bins_8,18.0,0.6642950412238156,96.8365553602812,True,qualifies,569,0.4791752621841954,1.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,1.0,True,1.0,True
WDBC__12,Binned,bins_8,18.0,0.6642950412238156,96.8365553602812,True,qualifies,569,0.4791752621841954,1.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,2.0,False,1.0,True
WDBC__12,Density,density_16,34.0,0.9118946228620248,94.02460456942003,True,qualifies,569,0.6577760149906767,3.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,3.0,False,3.0,False
WDBC__12,Observations,raw,569.0,0.0,0.0,True,qualifies,569,0.0,10.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,4.0,False,4.0,False
WDBC__12,Means,means,2.0,2.9346420432323863,0.0,False,does_not_qualify,569,2.116842341457219,13.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,5.0,False,5.0,False
WDBC__12,Five-number,five_number,10.0,8.795,0.0,False,does_not_qualify,569,6.3440883483730435,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
WDBC__12,Five-number,five_number,10.0,8.795,0.0,False,does_not_qualify,569,6.3440883483730435,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
WDBC__12,,,,,,,not_applicable,569,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
WDBC__12,,,,,,,not_applicable,569,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
WDBC__12,,,,,,,not_applicable,569,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
WDBC__12,,,,,,,not_applicable,569,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
WDBC__12,,,,,,,not_applicable,569,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
WDBC__12,,,,,,,not_applicable,569,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
WDBC__12,,,,,,,not_applicable,569,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
WDBC__12,,,,,,,not_applicable,569,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
WDBC__13,Binned,bins_16,34.0,12.568069847644466,94.02460456942003,True,qualifies,569,0.4573134338554631,1.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,1.0,True,1.0,True
WDBC__13,Binned,bins_16,34.0,12.568069847644466,94.02460456942003,True,qualifies,569,0.4573134338554631,1.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,2.0,False,1.0,True
WDBC__13,Density,density_16,34.0,18.035742355696,94.02460456942003,True,qualifies,569,0.6562652315591334,2.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,3.0,False,3.0,False
WDBC__13,Observations,raw,569.0,0.0,0.0,True,qualifies,569,0.0,9.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,4.0,False,4.0,False
WDBC__13,Means,means,2.0,67.57776649568889,0.0,False,does_not_qualify,569,2.4589472228480878,12.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,5.0,False,5.0,False
WDBC__13,Five-number,five_number,10.0,266.87,0.0,False,does_not_qualify,569,9.710579076379101,14.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,6.0,False,6.0,False
WDBC__13,Five-number,five_number,10.0,266.87,0.0,False,does_not_qualify,569,9.710579076379101,14.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,7.0,False,6.0,False
WDBC__13,,,,,,,not_applicable,569,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
WDBC__13,,,,,,,not_applicable,569,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
WDBC__13,,,,,,,not_applicable,569,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
